10.131.2.1,[29/Nov/2017:13:51:40,GET /logout.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:13:51:41,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:13:51:44,POST /process.php HTTP/1.1,302
10.131.2.1,[29/Nov/2017:13:51:44,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:13:51:46,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:13:51:49,GET /details.php?id=44 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:13:57:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:04:57,GET /details.php?id=44 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:10,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:16,GET /details.php?id=46 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:22,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:28,GET /details.php?id=42 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:35,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:05:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:06:05,GET /details.php?id=45 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:06:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[29/Nov/2017:14:31:33,GET / HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:33:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:14:33:22,GET /css/bootstrap.min.css HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:22,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,[29/Nov/2017:14:33:22,GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:22,GET /css/main.css HTTP/1.1,304
10.131.0.1,[29/Nov/2017:14:33:22,GET /css/style.css HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:23,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/moment.min.js HTTP/1.1,304
10.131.2.1,[29/Nov/2017:14:33:26,GET / HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:07,GET /compiler.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:08,GET /home.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:14:38:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.130.2.1,[29/Nov/2017:14:38:13,GET /compiler.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:38:40,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:38:43,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:52:51,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:53:22,GET /compiler.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:53:24,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:14:54:55,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:46,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:53,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:55:56,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:00,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:14:56:08,GET /logout.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:14:56:08,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:14:56:17,POST /process.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:14:56:18,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:00:05,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:00:53,GET / HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:00:53,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.131.2.1,[29/Nov/2017:15:00:55,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:01:00,GET /home.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:01:04,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:04:07,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:04:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,[29/Nov/2017:15:04:11,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:04:31,GET /contest.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:04:34,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,[29/Nov/2017:15:04:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:04:41,GET /home.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:05:11,GET /contest.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:05:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1,[29/Nov/2017:15:05:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:05:24,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:05:30,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:05:35,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:26,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:07:44,GET / HTTP/1.1,302
10.128.2.1,[29/Nov/2017:15:07:44,GET /login.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:45,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:45,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:07:45,GET /css/main.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:07:45,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:07:45,GET /css/style.css HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:07:46,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:07:46,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:57,POST /process.php HTTP/1.1,302
10.128.2.1,[29/Nov/2017:15:07:57,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:07:58,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:07:58,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:08:04,GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:08:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,[29/Nov/2017:15:08:07,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:08:10,GET /contest.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:08:27,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1,[29/Nov/2017:15:08:28,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:08:46,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:08:48,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:08:49,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:08:52,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:18,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1,[29/Nov/2017:15:11:21,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:24,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:32,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1,[29/Nov/2017:15:11:36,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:11:41,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:12:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:12:40,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:12:44,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:12:48,GET /compiler.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:12:58,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:13:01,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:13:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,[29/Nov/2017:15:13:12,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:13:16,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:24,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:29,GET /archive.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:31,GET /allsubmission.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:33,GET /showcode.php?id=284&nm=xyz_xyz HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:42,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:48,GET /archive.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:49,GET /allsubmission.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:53,GET /showcode.php?id=281&nm=shawon HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:40:56,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:41:03,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:41:04,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:41:25,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.0.1,[29/Nov/2017:15:41:26,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:41:34,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:41:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:41:52,GET / HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:41:55,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1,[29/Nov/2017:15:41:55,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:42:00,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:42:03,GET /compiler.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:42:11,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:15:42:19,GET /index.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:43:33,GET /contest.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:15:43:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:43:37,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:43:40,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:43:42,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:43:55,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:56:11,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:15:56:15,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.0.1,[29/Nov/2017:15:56:16,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:56:21,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:15:56:38,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:15:56:39,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:15:56:44,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:08:00,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1,[29/Nov/2017:16:08:00,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:08:06,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:14:46,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:14:53,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:02,GET /contestproblem.php?name=Toph%20Contest%202 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:06,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:10,GET /contest.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:33,GET /contestproblem.php?name=ncpc%202016 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:36,GET /details.php?id=3 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:40,GET /contestproblem.php?name=ncpc%202016 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:42,GET /contestsubmission.php?id=4 HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:45,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:50,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1,[29/Nov/2017:16:15:51,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:15:56,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:18:05,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:18:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1,[29/Nov/2017:16:18:13,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:18:16,GET /home.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:26,GET / HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:36,GET / HTTP/1.1,302
10.131.0.1,[29/Nov/2017:16:21:37,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:37,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:37,GET /css/normalize.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:21:37,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:38,GET /css/main.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:38,GET /css/style.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:21:38,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:38,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:21:38,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:41,GET / HTTP/1.1,302
10.131.0.1,[29/Nov/2017:16:21:42,GET /login.php HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:42,GET / HTTP/1.1,302
10.131.2.1,[29/Nov/2017:16:21:42,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:21:42,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:43,GET /css/normalize.css HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:21:43,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:21:43,GET /css/main.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:43,GET /css/style.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:44,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:21:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:21:44,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:44,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:44,GET /css/main.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:21:44,GET /css/style.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:44,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:44,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:21:45,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:21:45,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:45,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:47,GET / HTTP/1.1,302
10.131.2.1,[29/Nov/2017:16:21:48,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:21:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:21:57,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:22:07,GET /login.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:20,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,[29/Nov/2017:16:22:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:22:24,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:22:31,POST /process.php HTTP/1.1,302
10.128.2.1,[29/Nov/2017:16:22:31,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:22:32,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:32,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:38,GET / HTTP/1.1,302
10.129.2.1,[29/Nov/2017:16:22:39,GET /login.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:22:39,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:39,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:22:39,GET /css/normalize.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:22:41,GET /css/main.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:22:41,GET /css/style.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:41,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:22:41,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:43,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:51,GET /login.php HTTP/1.1,302
10.129.2.1,[29/Nov/2017:16:22:51,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:22:52,GET /home.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:16:22:56,GET /login.php HTTP/1.1,302
10.131.0.1,[29/Nov/2017:16:22:57,POST /process.php HTTP/1.1,302
10.131.0.1,[29/Nov/2017:16:22:57,GET /home.php HTTP/1.1,200
10.131.0.1,[29/Nov/2017:16:22:59,GET /home.php HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:23:00,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.129.2.1,[29/Nov/2017:16:23:00,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:23:09,GET / HTTP/1.1,302
10.130.2.1,[29/Nov/2017:16:23:10,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:16:23:11,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:16:23:11,GET /css/font-awesome.min.css HTTP/1.1,200
